month,vtuber,avg_viewers
2023-08-01,nyansuluna,42
2023-10-01,nyansuluna,49
2023-11-01,nyansuluna,51
2023-12-01,nyansuluna,57
2024-01-01,nyansuluna,54
2024-02-01,nyansuluna,73
2024-03-01,nyansuluna,74
2024-04-01,nyansuluna,74
2024-05-01,nyansuluna,66
2024-06-01,nyansuluna,89
2024-07-01,nyansuluna,91
2024-08-01,nyansuluna,76
2024-09-01,nyansuluna,87
2024-11-01,nyansuluna,79
2024-12-01,nyansuluna,104
2025-01-01,nyansuluna,70
2025-02-01,nyansuluna,87
2025-03-01,nyansuluna,75
2025-05-01,nyansuluna,73
2025-06-01,nyansuluna,69
2025-07-01,nyansuluna,80
2025-08-01,nyansuluna,59
2025-09-01,nyansuluna,55
2025-10-01,nyansuluna,52
2025-11-01,nyansuluna,59
2018-04-01,manarenewal,134
2020-06-01,manarenewal,28
2020-08-01,manarenewal,21
2020-09-01,manarenewal,38
2020-10-01,manarenewal,34
2021-04-01,manarenewal,285
2023-11-01,manarenewal,223
2023-12-01,manarenewal,161
2024-01-01,manarenewal,134
2024-02-01,manarenewal,153
2024-05-01,manarenewal,155
2024-12-01,manarenewal,341
2025-01-01,manarenewal,258
2025-02-01,manarenewal,316
2025-03-01,manarenewal,195
2025-04-01,manarenewal,243
2025-05-01,manarenewal,173
2025-06-01,manarenewal,178
2025-07-01,manarenewal,280
2025-08-01,manarenewal,137
2025-09-01,manarenewal,144
2025-10-01,manarenewal,126
2025-11-01,manarenewal,173
2025-12-01,manarenewal,187
2026-01-01,manarenewal,140
2026-02-01,manarenewal,147
2026-03-01,manarenewal,143
2026-04-01,manarenewal,148
2026-05-01,manarenewal,127
2018-09-01,luanora,6
2021-07-01,luanora,10
2021-08-01,luanora,11
2021-09-01,luanora,12
2021-10-01,luanora,13
2021-11-01,luanora,15
2021-12-01,luanora,13
2022-01-01,luanora,18
2022-02-01,luanora,21
2022-03-01,luanora,20
2022-04-01,luanora,19
2022-05-01,luanora,21
2022-06-01,luanora,20
2022-07-01,luanora,22
2022-08-01,luanora,23
2022-09-01,luanora,27
2022-10-01,luanora,28
2022-11-01,luanora,19
2022-12-01,luanora,18
2023-01-01,luanora,17
2023-02-01,luanora,21
2023-03-01,luanora,16
2023-04-01,luanora,24
2023-05-01,luanora,21
2023-06-01,luanora,18
2023-07-01,luanora,29
2023-08-01,luanora,22
2023-09-01,luanora,22
2023-10-01,luanora,24
2023-11-01,luanora,29
2023-12-01,luanora,28
2024-01-01,luanora,30
2024-02-01,luanora,36
2024-03-01,luanora,33
2024-04-01,luanora,34
2024-05-01,luanora,36
2024-06-01,luanora,23
2024-07-01,luanora,25
2024-08-01,luanora,30
2024-09-01,luanora,27
2024-10-01,luanora,31
2024-11-01,luanora,35
2024-12-01,luanora,30
2025-01-01,luanora,33
2025-02-01,luanora,35
2025-03-01,luanora,28
2025-04-01,luanora,33
2025-05-01,luanora,28
2025-06-01,luanora,36
2025-07-01,luanora,21
2025-08-01,luanora,23
2025-09-01,luanora,25
2025-10-01,luanora,27
2025-11-01,luanora,22
2025-12-01,luanora,40
2026-01-01,luanora,49
2026-02-01,luanora,57
2026-03-01,luanora,34
2026-04-01,luanora,27
2026-05-01,luanora,30
2026-06-01,luanora,25
2021-08-01,miliraybrick,11
2021-09-01,miliraybrick,14
2021-10-01,miliraybrick,16
2021-11-01,miliraybrick,17
2021-12-01,miliraybrick,19
2022-01-01,miliraybrick,19
2022-02-01,miliraybrick,18
2022-03-01,miliraybrick,21
2022-04-01,miliraybrick,24
2022-05-01,miliraybrick,30
2022-06-01,miliraybrick,32
2022-07-01,miliraybrick,36
2022-08-01,miliraybrick,39
2022-09-01,miliraybrick,32
2022-10-01,miliraybrick,40
2022-11-01,miliraybrick,29
2022-12-01,miliraybrick,35
2023-01-01,miliraybrick,40
2023-02-01,miliraybrick,34
2023-03-01,miliraybrick,34
2023-04-01,miliraybrick,31
2023-05-01,miliraybrick,35
2023-06-01,miliraybrick,33
2023-07-01,miliraybrick,28
2023-08-01,miliraybrick,38
2023-09-01,miliraybrick,31
2023-10-01,miliraybrick,35
2023-11-01,miliraybrick,34
2023-12-01,miliraybrick,28
2024-01-01,miliraybrick,38
2024-02-01,miliraybrick,44
2024-03-01,miliraybrick,44
2024-04-01,miliraybrick,50
2024-05-01,miliraybrick,43
2024-06-01,miliraybrick,47
2024-07-01,miliraybrick,43
2024-08-01,miliraybrick,42
2024-09-01,miliraybrick,41
2024-10-01,miliraybrick,37
2024-11-01,miliraybrick,37
2024-12-01,miliraybrick,42
2025-01-01,miliraybrick,44
2025-02-01,miliraybrick,38
2025-03-01,miliraybrick,37
2025-04-01,miliraybrick,39
2025-05-01,miliraybrick,35
2025-06-01,miliraybrick,44
2025-07-01,miliraybrick,39
2025-08-01,miliraybrick,43
2025-09-01,miliraybrick,34
2025-10-01,miliraybrick,40
2025-11-01,miliraybrick,41
2025-12-01,miliraybrick,30
2026-01-01,miliraybrick,35
2026-02-01,miliraybrick,31
2026-03-01,miliraybrick,59
2026-04-01,miliraybrick,58
2026-05-01,miliraybrick,31
2026-06-01,miliraybrick,50
2022-08-01,silverosemary,27
2022-09-01,silverosemary,29
2022-10-01,silverosemary,24
2022-11-01,silverosemary,29
2022-12-01,silverosemary,28
2023-01-01,silverosemary,30
2023-02-01,silverosemary,27
2023-03-01,silverosemary,22
2023-04-01,silverosemary,20
2023-05-01,silverosemary,23
2023-06-01,silverosemary,21
2023-07-01,silverosemary,16
2023-08-01,silverosemary,17
2023-09-01,silverosemary,18
2023-10-01,silverosemary,19
2023-11-01,silverosemary,17
2023-12-01,silverosemary,15
2024-01-01,silverosemary,21
2024-02-01,silverosemary,17
2024-03-01,silverosemary,18
2024-04-01,silverosemary,24
2024-05-01,silverosemary,24
2024-06-01,silverosemary,22
2024-07-01,silverosemary,20
2024-08-01,silverosemary,23
2024-09-01,silverosemary,24
2024-10-01,silverosemary,24
2024-11-01,silverosemary,24
2024-12-01,silverosemary,22
2025-01-01,silverosemary,22
2025-02-01,silverosemary,21
2025-03-01,silverosemary,24
2025-04-01,silverosemary,24
2025-05-01,silverosemary,28
2025-06-01,silverosemary,24
2025-07-01,silverosemary,26
2025-08-01,silverosemary,25
2025-09-01,silverosemary,25
2025-10-01,silverosemary,22
2025-11-01,silverosemary,24
2025-12-01,silverosemary,27
2026-01-01,silverosemary,28
2026-02-01,silverosemary,23
2026-03-01,silverosemary,20
2026-04-01,silverosemary,23
2026-05-01,silverosemary,24
2026-06-01,silverosemary,24
2021-09-01,lenivka__,6
2021-10-01,lenivka__,7
2021-11-01,lenivka__,6
2021-12-01,lenivka__,8
2022-01-01,lenivka__,13
2022-02-01,lenivka__,12
2022-03-01,lenivka__,8
2022-05-01,lenivka__,13
2022-10-01,lenivka__,8
2022-11-01,lenivka__,9
2022-12-01,lenivka__,8
2023-01-01,lenivka__,6
2023-02-01,lenivka__,8
2023-04-01,lenivka__,12
2023-06-01,lenivka__,11
2023-08-01,lenivka__,18
2023-09-01,lenivka__,13
2023-10-01,lenivka__,14
2023-11-01,lenivka__,15
2023-12-01,lenivka__,16
2024-01-01,lenivka__,16
2024-02-01,lenivka__,20
2024-03-01,lenivka__,16
2024-04-01,lenivka__,19
2024-05-01,lenivka__,18
2024-06-01,lenivka__,23
2024-07-01,lenivka__,27
2024-08-01,lenivka__,28
2024-09-01,lenivka__,32
2024-10-01,lenivka__,23
2024-11-01,lenivka__,23
2024-12-01,lenivka__,26
2025-01-01,lenivka__,23
2025-02-01,lenivka__,21
2025-03-01,lenivka__,23
2025-04-01,lenivka__,19
2025-05-01,lenivka__,21
2025-06-01,lenivka__,21
2025-07-01,lenivka__,29
2025-08-01,lenivka__,32
2025-09-01,lenivka__,25
2025-10-01,lenivka__,25
2025-11-01,lenivka__,24
2025-12-01,lenivka__,26
2026-01-01,lenivka__,26
2026-02-01,lenivka__,30
2026-03-01,lenivka__,41
2026-04-01,lenivka__,46
2026-05-01,lenivka__,44
2026-06-01,lenivka__,37
2020-01-01,nyapuru,6
2020-02-01,nyapuru,8
2020-03-01,nyapuru,10
2020-04-01,nyapuru,21
2020-05-01,nyapuru,11
2020-06-01,nyapuru,15
2020-07-01,nyapuru,21
2020-08-01,nyapuru,13
2020-09-01,nyapuru,42
2020-10-01,nyapuru,54
2020-11-01,nyapuru,38
2020-12-01,nyapuru,35
2021-01-01,nyapuru,39
2021-02-01,nyapuru,43
2021-03-01,nyapuru,80
2021-04-01,nyapuru,87
2021-05-01,nyapuru,60
2021-06-01,nyapuru,54
2021-07-01,nyapuru,55
2021-08-01,nyapuru,52
2021-09-01,nyapuru,41
2021-10-01,nyapuru,46
2021-11-01,nyapuru,56
2021-12-01,nyapuru,51
2022-01-01,nyapuru,42
2022-02-01,nyapuru,42
2022-03-01,nyapuru,38
2022-04-01,nyapuru,44
2022-05-01,nyapuru,39
2022-06-01,nyapuru,40
2022-07-01,nyapuru,37
2022-08-01,nyapuru,51
2022-09-01,nyapuru,44
2022-10-01,nyapuru,33
2022-11-01,nyapuru,36
2022-12-01,nyapuru,35
2023-01-01,nyapuru,42
2023-02-01,nyapuru,47
2023-03-01,nyapuru,32
2023-04-01,nyapuru,39
2023-05-01,nyapuru,36
2023-06-01,nyapuru,36
2023-07-01,nyapuru,33
2023-08-01,nyapuru,23
2023-09-01,nyapuru,26
2023-10-01,nyapuru,22
2023-11-01,nyapuru,22
2023-12-01,nyapuru,21
2024-01-01,nyapuru,21
2024-02-01,nyapuru,20
2024-03-01,nyapuru,20
2024-04-01,nyapuru,25
2024-05-01,nyapuru,17
2024-06-01,nyapuru,25
2024-07-01,nyapuru,26
2024-08-01,nyapuru,23
2024-09-01,nyapuru,38
2024-10-01,nyapuru,47
2024-11-01,nyapuru,33
2024-12-01,nyapuru,32
2025-01-01,nyapuru,29
2025-02-01,nyapuru,30
2025-03-01,nyapuru,26
2025-04-01,nyapuru,27
2025-05-01,nyapuru,28
2025-06-01,nyapuru,24
2025-07-01,nyapuru,22
2025-08-01,nyapuru,25
2025-09-01,nyapuru,18
2025-10-01,nyapuru,22
2025-11-01,nyapuru,23
2025-12-01,nyapuru,18
2026-01-01,nyapuru,18
2026-02-01,nyapuru,18
2026-03-01,nyapuru,21
2026-04-01,nyapuru,19
2026-05-01,nyapuru,17
2026-06-01,nyapuru,15
2022-01-01,katsumi__chan,11
2022-02-01,katsumi__chan,10
2022-03-01,katsumi__chan,12
2022-04-01,katsumi__chan,12
2022-05-01,katsumi__chan,12
2022-06-01,katsumi__chan,13
2022-07-01,katsumi__chan,18
2022-08-01,katsumi__chan,17
2022-09-01,katsumi__chan,21
2022-10-01,katsumi__chan,18
2022-11-01,katsumi__chan,20
2022-12-01,katsumi__chan,23
2023-01-01,katsumi__chan,20
2023-02-01,katsumi__chan,18
2023-03-01,katsumi__chan,17
2023-04-01,katsumi__chan,16
2023-05-01,katsumi__chan,16
2023-06-01,katsumi__chan,14
2023-07-01,katsumi__chan,15
2023-08-01,katsumi__chan,17
2023-09-01,katsumi__chan,18
2023-10-01,katsumi__chan,14
2023-11-01,katsumi__chan,14
2023-12-01,katsumi__chan,18
2024-01-01,katsumi__chan,16
2024-02-01,katsumi__chan,14
2024-03-01,katsumi__chan,19
2024-04-01,katsumi__chan,18
2024-05-01,katsumi__chan,18
2024-06-01,katsumi__chan,19
2024-07-01,katsumi__chan,18
2024-08-01,katsumi__chan,26
2024-09-01,katsumi__chan,20
2024-10-01,katsumi__chan,16
2024-11-01,katsumi__chan,18
2024-12-01,katsumi__chan,17
2025-01-01,katsumi__chan,25
2025-02-01,katsumi__chan,22
2025-03-01,katsumi__chan,17
2025-04-01,katsumi__chan,21
2025-05-01,katsumi__chan,27
2025-06-01,katsumi__chan,25
2025-07-01,katsumi__chan,21
2025-08-01,katsumi__chan,11
2025-09-01,katsumi__chan,13
2025-10-01,katsumi__chan,11
2025-11-01,katsumi__chan,12
2025-12-01,katsumi__chan,14
2026-01-01,katsumi__chan,13
2026-02-01,katsumi__chan,13
2026-03-01,katsumi__chan,13
2026-04-01,katsumi__chan,13
2026-05-01,katsumi__chan,11
2026-06-01,katsumi__chan,12
2021-11-01,xstatika,8
2021-12-01,xstatika,8
2022-01-01,xstatika,8
2022-02-01,xstatika,5
2022-03-01,xstatika,6
2022-04-01,xstatika,5
2022-05-01,xstatika,7
2022-06-01,xstatika,7
2022-07-01,xstatika,9
2022-08-01,xstatika,6
2022-09-01,xstatika,6
2022-10-01,xstatika,6
2022-11-01,xstatika,7
2022-12-01,xstatika,9
2023-01-01,xstatika,8
2023-02-01,xstatika,9
2023-03-01,xstatika,8
2023-04-01,xstatika,8
2023-06-01,xstatika,9
2023-07-01,xstatika,8
2023-08-01,xstatika,15
2023-10-01,xstatika,10
2023-11-01,xstatika,8
2023-12-01,xstatika,10
2024-01-01,xstatika,8
2024-02-01,xstatika,29
2024-03-01,xstatika,61
2024-04-01,xstatika,81
2024-05-01,xstatika,75
2024-06-01,xstatika,53
2024-07-01,xstatika,36
2024-08-01,xstatika,37
2024-09-01,xstatika,33
2024-10-01,xstatika,26
2024-12-01,xstatika,17
2025-01-01,xstatika,28
2025-02-01,xstatika,28
2025-03-01,xstatika,22
2025-04-01,xstatika,17
2025-05-01,xstatika,30
2025-06-01,xstatika,23
2025-07-01,xstatika,19
2025-08-01,xstatika,16
2025-09-01,xstatika,10
2025-10-01,xstatika,14
2025-11-01,xstatika,14
2025-12-01,xstatika,14
2026-01-01,xstatika,17
2026-02-01,xstatika,19
2026-04-01,xstatika,11
2026-05-01,xstatika,17
2026-06-01,xstatika,16
2025-02-01,satu_ris,12
2025-03-01,satu_ris,18
2025-04-01,satu_ris,24
2025-05-01,satu_ris,28
2025-06-01,satu_ris,26
2025-07-01,satu_ris,35
2025-08-01,satu_ris,35
2025-09-01,satu_ris,32
2025-10-01,satu_ris,36
2025-11-01,satu_ris,34
2025-12-01,satu_ris,31
2026-01-01,satu_ris,34
2026-02-01,satu_ris,33
2026-03-01,satu_ris,37
2026-04-01,satu_ris,35
2026-05-01,satu_ris,35
2026-06-01,satu_ris,37
2020-04-01,blin4iik,5
2020-07-01,blin4iik,3
2020-09-01,blin4iik,5
2021-08-01,blin4iik,5
2024-07-01,blin4iik,10
2025-01-01,blin4iik,8
2025-02-01,blin4iik,14
2025-03-01,blin4iik,19
2025-04-01,blin4iik,18
2025-05-01,blin4iik,19
2025-06-01,blin4iik,24
2025-07-01,blin4iik,28
2025-08-01,blin4iik,57
2025-09-01,blin4iik,33
2025-10-01,blin4iik,48
2025-11-01,blin4iik,84
2025-12-01,blin4iik,109
2026-01-01,blin4iik,142
2026-02-01,blin4iik,114
2026-03-01,blin4iik,141
2026-04-01,blin4iik,164
2026-05-01,blin4iik,138
2026-06-01,blin4iik,156
2022-09-01,altrumi,5
2022-10-01,altrumi,9
2022-11-01,altrumi,13
2022-12-01,altrumi,20
2023-01-01,altrumi,40
2023-02-01,altrumi,46
2023-03-01,altrumi,51
2023-04-01,altrumi,46
2023-05-01,altrumi,43
2023-06-01,altrumi,36
2023-07-01,altrumi,35
2023-08-01,altrumi,47
2023-09-01,altrumi,42
2023-10-01,altrumi,47
2023-11-01,altrumi,38
2023-12-01,altrumi,47
2024-01-01,altrumi,45
2024-02-01,altrumi,45
2024-03-01,altrumi,43
2024-04-01,altrumi,56
2024-05-01,altrumi,46
2024-06-01,altrumi,45
2024-07-01,altrumi,35
2024-08-01,altrumi,40
2024-09-01,altrumi,61
2024-10-01,altrumi,58
2024-11-01,altrumi,55
2024-12-01,altrumi,53
2025-01-01,altrumi,48
2025-02-01,altrumi,49
2025-03-01,altrumi,51
2025-04-01,altrumi,50
2025-05-01,altrumi,61
2025-06-01,altrumi,79
2025-07-01,altrumi,90
2025-08-01,altrumi,121
2025-09-01,altrumi,44
2025-10-01,altrumi,44
2025-11-01,altrumi,51
2025-12-01,altrumi,54
2026-01-01,altrumi,48
2026-02-01,altrumi,52
2026-03-01,altrumi,44
2026-04-01,altrumi,86
2026-05-01,altrumi,73
2026-06-01,altrumi,64
2021-11-01,moonspidy,7
2021-12-01,moonspidy,12
2022-01-01,moonspidy,13
2022-02-01,moonspidy,22
2022-03-01,moonspidy,30
2022-04-01,moonspidy,33
2022-05-01,moonspidy,37
2022-06-01,moonspidy,43
2022-07-01,moonspidy,45
2022-08-01,moonspidy,49
2022-09-01,moonspidy,52
2022-10-01,moonspidy,56
2022-11-01,moonspidy,61
2022-12-01,moonspidy,68
2023-01-01,moonspidy,62
2023-02-01,moonspidy,62
2023-03-01,moonspidy,66
2023-04-01,moonspidy,52
2023-05-01,moonspidy,74
2023-06-01,moonspidy,56
2023-07-01,moonspidy,45
2023-08-01,moonspidy,40
2023-09-01,moonspidy,56
2023-10-01,moonspidy,48
2023-12-01,moonspidy,54
2024-01-01,moonspidy,53
2024-02-01,moonspidy,50
2024-03-01,moonspidy,45
2024-04-01,moonspidy,34
2024-05-01,moonspidy,36
2024-06-01,moonspidy,49
2024-10-01,moonspidy,44
2024-05-01,solemuri,9
2024-06-01,solemuri,9
2024-07-01,solemuri,10
2024-08-01,solemuri,15
2024-09-01,solemuri,21
2024-10-01,solemuri,21
2024-11-01,solemuri,25
2024-12-01,solemuri,18
2025-01-01,solemuri,28
2025-02-01,solemuri,27
2025-03-01,solemuri,34
2025-04-01,solemuri,35
2025-05-01,solemuri,58
2025-06-01,solemuri,79
2025-07-01,solemuri,79
2025-08-01,solemuri,53
2025-09-01,solemuri,61
2025-10-01,solemuri,67
2025-11-01,solemuri,123
2025-12-01,solemuri,146
2026-01-01,solemuri,178
2026-02-01,solemuri,139
2026-03-01,solemuri,117
2026-04-01,solemuri,183
2026-05-01,solemuri,224
2026-06-01,solemuri,155
2024-01-01,mizumichka,8
2024-02-01,mizumichka,7
2024-04-01,mizumichka,6
2024-05-01,mizumichka,10
2024-06-01,mizumichka,14
2024-07-01,mizumichka,13
2024-08-01,mizumichka,14
2024-09-01,mizumichka,12
2024-10-01,mizumichka,13
2024-11-01,mizumichka,14
2024-12-01,mizumichka,13
2025-01-01,mizumichka,18
2025-02-01,mizumichka,15
2025-03-01,mizumichka,13
2025-04-01,mizumichka,12
2025-05-01,mizumichka,19
2025-06-01,mizumichka,15
2025-07-01,mizumichka,14
2025-08-01,mizumichka,12
2025-09-01,mizumichka,12
2025-10-01,mizumichka,11
2025-11-01,mizumichka,13
2025-12-01,mizumichka,13
2026-01-01,mizumichka,15
2026-02-01,mizumichka,13
2026-03-01,mizumichka,16
2026-04-01,mizumichka,13
2026-05-01,mizumichka,14
2026-06-01,mizumichka,9
2021-12-01,kessy_cry,8
2022-01-01,kessy_cry,9
2022-02-01,kessy_cry,11
2022-03-01,kessy_cry,10
2022-04-01,kessy_cry,10
2022-05-01,kessy_cry,10
2022-06-01,kessy_cry,12
2022-07-01,kessy_cry,17
2022-08-01,kessy_cry,20
2022-09-01,kessy_cry,22
2022-10-01,kessy_cry,28
2022-11-01,kessy_cry,25
2022-12-01,kessy_cry,23
2023-01-01,kessy_cry,21
2023-02-01,kessy_cry,22
2023-03-01,kessy_cry,24
2023-04-01,kessy_cry,27
2023-05-01,kessy_cry,25
2023-06-01,kessy_cry,21
2023-07-01,kessy_cry,22
2023-08-01,kessy_cry,19
2023-09-01,kessy_cry,19
2023-10-01,kessy_cry,18
2023-11-01,kessy_cry,18
2023-12-01,kessy_cry,18
2024-01-01,kessy_cry,27
2024-02-01,kessy_cry,19
2024-03-01,kessy_cry,21
2024-04-01,kessy_cry,22
2024-05-01,kessy_cry,17
2024-06-01,kessy_cry,16
2024-07-01,kessy_cry,26
2024-08-01,kessy_cry,17
2024-10-01,kessy_cry,17
2025-02-01,kessy_cry,23
2025-03-01,kessy_cry,22
2025-04-01,kessy_cry,16
2025-05-01,kessy_cry,18
2025-06-01,kessy_cry,14
2025-07-01,kessy_cry,16
2025-08-01,kessy_cry,10
2025-11-01,kessy_cry,20
2025-12-01,kessy_cry,19
2026-01-01,kessy_cry,25
2026-02-01,kessy_cry,27
2026-03-01,kessy_cry,17
2026-04-01,kessy_cry,17
2026-05-01,kessy_cry,17
2026-06-01,kessy_cry,16
2024-01-01,k0tava,6
2024-02-01,k0tava,7
2024-03-01,k0tava,10
2024-04-01,k0tava,14
2024-05-01,k0tava,15
2024-06-01,k0tava,13
2024-07-01,k0tava,14
2024-08-01,k0tava,14
2024-09-01,k0tava,14
2024-10-01,k0tava,18
2024-11-01,k0tava,21
2024-12-01,k0tava,21
2025-01-01,k0tava,27
2025-02-01,k0tava,22
2025-03-01,k0tava,24
2025-04-01,k0tava,25
2025-05-01,k0tava,36
2025-06-01,k0tava,33
2025-07-01,k0tava,33
2025-08-01,k0tava,31
2025-09-01,k0tava,25
2025-10-01,k0tava,24
2025-11-01,k0tava,27
2025-12-01,k0tava,29
2026-01-01,k0tava,29
2026-02-01,k0tava,24
2026-03-01,k0tava,25
2026-04-01,k0tava,32
2026-05-01,k0tava,27
2026-06-01,k0tava,30
2023-06-01,poliamaki,6
2023-07-01,poliamaki,5
2023-08-01,poliamaki,5
2023-09-01,poliamaki,5
2023-10-01,poliamaki,5
2023-11-01,poliamaki,14
2023-12-01,poliamaki,6
2024-01-01,poliamaki,6
2024-02-01,poliamaki,7
2024-03-01,poliamaki,7
2024-04-01,poliamaki,9
2024-05-01,poliamaki,14
2024-06-01,poliamaki,10
2024-07-01,poliamaki,12
2024-08-01,poliamaki,17
2024-09-01,poliamaki,18
2024-10-01,poliamaki,14
2024-11-01,poliamaki,15
2024-12-01,poliamaki,17
2025-01-01,poliamaki,37
2025-02-01,poliamaki,19
2025-03-01,poliamaki,18
2025-04-01,poliamaki,19
2025-05-01,poliamaki,28
2025-06-01,poliamaki,22
2025-07-01,poliamaki,20
2025-08-01,poliamaki,17
2025-09-01,poliamaki,14
2025-10-01,poliamaki,12
2025-11-01,poliamaki,17
2025-12-01,poliamaki,17
2026-01-01,poliamaki,21
2026-02-01,poliamaki,21
2026-03-01,poliamaki,20
2026-04-01,poliamaki,24
2026-05-01,poliamaki,21
2026-06-01,poliamaki,18
2017-10-01,ringotokun,6
2018-01-01,ringotokun,7
2018-03-01,ringotokun,6
2018-04-01,ringotokun,6
2018-05-01,ringotokun,5
2018-10-01,ringotokun,5
2018-12-01,ringotokun,6
2019-03-01,ringotokun,5
2019-05-01,ringotokun,6
2019-06-01,ringotokun,5
2019-10-01,ringotokun,5
2020-02-01,ringotokun,5
2020-08-01,ringotokun,5
2020-10-01,ringotokun,6
2021-01-01,ringotokun,5
2021-02-01,ringotokun,6
2021-03-01,ringotokun,11
2021-04-01,ringotokun,8
2021-05-01,ringotokun,9
2021-06-01,ringotokun,7
2021-07-01,ringotokun,6
2021-08-01,ringotokun,12
2021-09-01,ringotokun,14
2021-10-01,ringotokun,20
2021-11-01,ringotokun,22
2021-12-01,ringotokun,23
2022-01-01,ringotokun,31
2022-02-01,ringotokun,33
2022-03-01,ringotokun,30
2022-04-01,ringotokun,37
2022-05-01,ringotokun,29
2022-06-01,ringotokun,36
2022-07-01,ringotokun,30
2022-08-01,ringotokun,31
2022-09-01,ringotokun,29
2022-10-01,ringotokun,30
2022-11-01,ringotokun,27
2022-12-01,ringotokun,30
2023-01-01,ringotokun,32
2023-02-01,ringotokun,31
2023-03-01,ringotokun,33
2023-04-01,ringotokun,50
2023-05-01,ringotokun,39
2023-06-01,ringotokun,37
2023-07-01,ringotokun,38
2023-08-01,ringotokun,35
2023-09-01,ringotokun,38
2023-10-01,ringotokun,50
2023-11-01,ringotokun,39
2023-12-01,ringotokun,42
2024-01-01,ringotokun,49
2024-02-01,ringotokun,46
2024-03-01,ringotokun,47
2024-04-01,ringotokun,47
2024-05-01,ringotokun,48
2024-06-01,ringotokun,47
2024-07-01,ringotokun,39
2024-08-01,ringotokun,43
2024-09-01,ringotokun,39
2024-10-01,ringotokun,40
2024-11-01,ringotokun,49
2024-12-01,ringotokun,38
2025-01-01,ringotokun,30
2025-02-01,ringotokun,28
2025-03-01,ringotokun,31
2025-04-01,ringotokun,38
2025-05-01,ringotokun,42
2025-06-01,ringotokun,47
2025-07-01,ringotokun,52
2025-08-01,ringotokun,41
2025-09-01,ringotokun,30
2025-10-01,ringotokun,34
2025-11-01,ringotokun,44
2025-12-01,ringotokun,62
2026-01-01,ringotokun,72
2026-02-01,ringotokun,39
2026-03-01,ringotokun,56
2026-04-01,ringotokun,80
2026-05-01,ringotokun,46
2026-06-01,ringotokun,72
2024-10-01,mirednesy,27
2024-11-01,mirednesy,35
2024-12-01,mirednesy,54
2025-01-01,mirednesy,64
2025-02-01,mirednesy,72
2025-03-01,mirednesy,102
2025-04-01,mirednesy,97
2025-05-01,mirednesy,134
2025-06-01,mirednesy,136
2025-07-01,mirednesy,174
2025-08-01,mirednesy,153
2025-09-01,mirednesy,87
2025-10-01,mirednesy,98
2025-11-01,mirednesy,96
2025-12-01,mirednesy,96
2026-01-01,mirednesy,126
2026-02-01,mirednesy,127
2026-03-01,mirednesy,101
2026-04-01,mirednesy,96
2026-05-01,mirednesy,97
2026-06-01,mirednesy,81
2020-05-01,cinaminnie,3
2020-06-01,cinaminnie,5
2020-07-01,cinaminnie,5
2020-12-01,cinaminnie,5
2021-01-01,cinaminnie,6
2021-02-01,cinaminnie,6
2021-03-01,cinaminnie,3
2021-04-01,cinaminnie,6
2021-06-01,cinaminnie,4
2021-09-01,cinaminnie,8
2021-10-01,cinaminnie,9
2021-12-01,cinaminnie,8
2022-01-01,cinaminnie,7
2022-02-01,cinaminnie,7
2022-03-01,cinaminnie,9
2022-08-01,cinaminnie,10
2022-10-01,cinaminnie,7
2022-11-01,cinaminnie,7
2022-12-01,cinaminnie,6
2023-01-01,cinaminnie,5
2023-02-01,cinaminnie,6
2023-03-01,cinaminnie,12
2023-04-01,cinaminnie,18
2023-05-01,cinaminnie,12
2023-06-01,cinaminnie,17
2023-07-01,cinaminnie,17
2023-08-01,cinaminnie,29
2023-09-01,cinaminnie,27
2023-10-01,cinaminnie,26
2023-11-01,cinaminnie,26
2023-12-01,cinaminnie,24
2024-01-01,cinaminnie,30
2024-02-01,cinaminnie,31
2024-03-01,cinaminnie,34
2024-04-01,cinaminnie,26
2024-05-01,cinaminnie,31
2024-06-01,cinaminnie,28
2024-07-01,cinaminnie,24
2024-08-01,cinaminnie,30
2024-09-01,cinaminnie,24
2024-10-01,cinaminnie,26
2024-11-01,cinaminnie,24
2024-12-01,cinaminnie,38
2025-01-01,cinaminnie,27
2025-02-01,cinaminnie,24
2025-03-01,cinaminnie,59
2025-04-01,cinaminnie,32
2025-05-01,cinaminnie,26
2025-06-01,cinaminnie,37
2025-07-01,cinaminnie,48
2025-08-01,cinaminnie,29
2025-09-01,cinaminnie,25
2025-10-01,cinaminnie,22
2025-11-01,cinaminnie,21
2025-12-01,cinaminnie,24
2026-01-01,cinaminnie,23
2026-02-01,cinaminnie,24
2026-03-01,cinaminnie,32
2026-04-01,cinaminnie,22
2026-05-01,cinaminnie,26
2026-06-01,cinaminnie,36
2020-08-01,linamyth,9
2020-09-01,linamyth,18
2020-10-01,linamyth,33
2020-11-01,linamyth,30
2020-12-01,linamyth,21
2021-01-01,linamyth,17
2021-02-01,linamyth,20
2021-03-01,linamyth,36
2021-04-01,linamyth,50
2021-05-01,linamyth,37
2021-06-01,linamyth,35
2021-07-01,linamyth,35
2021-08-01,linamyth,51
2021-09-01,linamyth,45
2021-10-01,linamyth,44
2021-11-01,linamyth,41
2021-12-01,linamyth,37
2022-01-01,linamyth,30
2022-02-01,linamyth,27
2022-03-01,linamyth,43
2022-04-01,linamyth,38
2022-05-01,linamyth,33
2022-06-01,linamyth,29
2022-07-01,linamyth,37
2022-09-01,linamyth,49
2022-10-01,linamyth,40
