month,vtuber,avg_viewers
2024-08-01,tremchan,15
2024-09-01,tremchan,14
2024-10-01,tremchan,12
2024-11-01,tremchan,13
2024-12-01,tremchan,14
2025-01-01,tremchan,17
2025-02-01,tremchan,13
2025-03-01,tremchan,12
2025-04-01,tremchan,17
2025-06-01,tremchan,15
2025-07-01,tremchan,13
2025-08-01,tremchan,12
2025-09-01,tremchan,11
2025-10-01,tremchan,14
2025-11-01,tremchan,15
2025-12-01,tremchan,10
2026-01-01,tremchan,17
2026-02-01,tremchan,18
